Transcript stable ID,Gene name
R13D7.4.1,srx-60
T20C7.1,srx-61
K09D9.10.1,srx-62
K07C6.6.1,srx-63
K07C6.7.1,srx-64
K07C6.8.1,srx-65
K07C6.9.1,srx-66
K07C6.10.1,srx-67
K07C6.11a.1,srx-68
K07C6.11b.1,srx-68
K07C6.13,srx-69
K07C6.15,srx-70
F38B7.6,srx-71
F38B7.9,srx-72
F41F3.7.1,srx-73
F41F3.6a.1,srx-74
F41F3.6b,srx-74
F41F3.5,srx-75
K12G11.5.1,srx-76
K03B4.5.1,srx-77
C01G10.3.1,srx-78
C01G10.2,srx-79
F43A11.4.1,srx-80
F43A11.5,srx-81
F43A11.6.1,srx-82
F43A11.7,srx-83
F35B12.1a.1,srx-84
F35B12.1b.1,srx-84
F38B7.4.1,srx-85
F38B7.7.1,srx-86
F38B7.8.1,srx-87
F43A11.1.1,srx-88
F43A11.3,srx-89
H12C20.5.1,srx-90
H12C20.4,srx-91
F10G2.6a.1,srx-92
F10G2.6b.1,srx-92
F59B1.3.1,srx-93
F59B1.5,srx-94
F41G3.11.1,srx-95
T01D3.4a.1,srx-96
T01D3.4b,srx-96
F19B10.7.1,srx-97
F19B10.8.1,srx-98
F19B10.12,srx-99
F40H7.3,srx-100
F40H7.4.1,srx-101
F40H7.5.1,srx-102
F40H7.11,srx-103
F40H7.7.1,srx-104
F40H7.8.1,srx-105
F40H7.9,srx-106
F40H7.10,srx-107
F40H7.2.1,srx-108
F40H7.1,srx-109
C46E10.6.1,srx-110
T24E12.4.1,srx-111
T24E12.8.1,srx-112
F56H9.1.1,srx-113
F07F6.9.1,srx-114
B0507.11.1,srx-115
W05B10.5a.1,srx-116
W05B10.5b.1,srx-116
C14C11.5.1,srx-117
T21B4.12.1,srx-118
F49C5.1.1,srx-119
F49C5.2.1,srx-120
C04E12.8.1,srx-121
F35F10.8.1,srx-122
K09H11.2,srx-123
K09H11.8,srx-124
F32H5.6a.1,srx-125
F32H5.6b.1,srx-125
F32H5.6c.1,srx-125
T08G3.9,srx-126
R10D12.3,srx-127
F55B12.7.1,srx-128
F55B12.9.1,srx-129
F09F3.1a.1,srx-130
F09F3.1b.1,srx-130
F09F3.2.1,srx-131
F09F3.3,srx-132
F09F3.4.1,srx-133
F09F3.7.1,srx-134
F09F3.11.1,srx-135
F09F3.12.1,srx-136
F09F3.13.1,srx-137
T07H8.2,srx-138
E03H12.10.1,ssp-9
K07F5.9.1,ssp-10
K07F5.9.2,ssp-10
K07F5.9.3,ssp-10
T28H11.6.1,ssp-11
T28H11.6.2,ssp-11
T28H11.6.3,ssp-11
T27A3.3.1,ssp-16
C55C2.2.1,ssp-19
ZK1225.6.1,ssp-31
F32B6.7.1,ssp-32
K07F5.11.1,ssq-1
T28H11.5.1,ssq-2
ZC477.1.1,ssq-3
T28H11.1.1,ssq-4
C14A11.7.1,ssr-2
F32B6.5.1,sss-1
F47B8.11,sss-2
F54C1.9.1,sst-20
F54C1.9.2,sst-20
F54C9.2.1,stc-1
ZC513.12.1,sth-1
F30A10.5a.1,stl-1
F30A10.5b.1,stl-1
F30A10.5b.2,stl-1
F30A10.5b.3,stl-1
F30A10.8.1,stn-1
F30A10.8.2,stn-1
F08C6.4a.1,sto-1
F08C6.4b.1,sto-1
F32A6.5a.1,sto-2
F32A6.5b.1,sto-2
F32A6.5c.1,sto-2
F32A6.5d.1,sto-2
F52D10.5.1,sto-3
Y71H9A.3.1,sto-4
Y71H9A.3.2,sto-4
F41G4.3a.1,sto-5
F41G4.3b.1,sto-5
F41G4.3c.1,sto-5
F41G4.3d.1,sto-5
F41G4.3e.1,sto-5
Y71H9A.2.1,sto-6
C42D4.5.1,str-1
C50C10.7.1,str-2
M7.13.1,str-3
C50B6.10.1,str-4
T23D5.12.1,str-5
T23D5.10.1,str-6
F22B8.5a.1,str-7
F22B8.5b,str-7
F22B8.5c.1,str-7
T23D5.11.1,str-8
F57A10.1.1,str-9
R03G8.5a.1,str-10
R03G8.5b.1,str-10
Y73F8A.7,str-11
B0391.4.1,str-12
C24B9.8.1,str-13
T08G3.2.1,str-14
T08G3.1.1,str-15
Y73C8A.1a,str-16
Y73C8A.1b.1,str-16
T23D5.6.1,str-18
T23D5.7.1,str-19
C05E4.2a.1,str-20
C05E4.2b.1,str-20
C08F1.2,str-21
C08F1.7,str-22
C55A1.5.1,str-23
R13D7.9,str-24
F44G3.11a.1,str-25
F44G3.11b,str-25
T23D5.1.1,str-27
F25E5.12.1,str-28
C18B10.9,str-29
T27C4.3.1,str-30
C54F6.10.1,str-31
T19H12.7.1,str-32
C24B9.1.1,str-33
T08H10.5,str-34
T08H10.2.1,str-35
C50B6.12.1,str-37
T23D5.2.1,str-38
F37B4.12.1,str-39
C50H11.12.1,str-40
R13D7.1.1,str-41
K09D9.5,str-42
T23D5.9.1,str-43
C42D4.4.1,str-44
T09F5.3.1,str-45
C31B8.6a.1,str-46
C31B8.6b,str-46
F07C4.1.1,str-47
C34D4.8.1,str-48
C34D4.7,str-49
C34D4.16,str-50
C34D4.6,str-51
C45H4.12.1,str-52
T02B11.2,str-53
R11G11.15,str-54
F26D2.7.1,str-55
T06C12.3.1,str-56
T06C12.2.1,str-57
T28A11.8,str-58
T06C12.1.1,str-60
F14F8.1.1,str-61
C17B7.1.1,str-63
T28A11.1.1,str-64
Y73C8C.5.1,str-66
K10C9.6.1,str-67
Y73C8C.6a.1,str-68
Y73C8C.6b.1,str-68
Y73C8C.11.1,str-69
C50H11.16,str-70
T23F1.4.1,str-71
F26D2.1.1,str-73
C14H10.4.1,str-74
C01B4.10.1,str-76
W06D12.4.1,str-77
Y40H7A.1.1,str-78
F52D2.9.1,str-79
T26H2.6a.1,str-81
T26H2.6b,str-81
B0213.8.1,str-82
B0213.7.1,str-83
F59E11.13.1,str-84
F59E11.15.1,str-85
F59E11.14.1,str-86
F59E11.16.1,str-87
R08H2.2.1,str-88
F59A1.4.1,str-89
F58G4.2.1,str-90
F59A1.3.1,str-92
F59A1.14.1,str-93
F07C3.8.1,str-94
T10H4.2.1,str-96
F10A3.8.1,str-97
F10A3.6.1,str-99
Y6E2A.2.1,str-101
R08H2.13.1,str-102
F44G3.1.1,str-103
K05D4.2.1,str-106
F10A3.13.1,str-108
F10A3.5.1,str-109
F10A3.15.1,str-111
F10D2.4.1,str-112
Y39H10B.1a.1,str-113
Y39H10B.1b.1,str-113
F59B1.1a.1,str-114
F59B1.1b.1,str-114
F07B10.3.1,str-115
F07B10.2.1,str-116
T26H5.7,str-117
F57A8.3a.1,str-118
F57A8.3b.1,str-118
F57A8.3c.1,str-118
C13B7.5.1,str-119
C13B7.2.1,str-120
R02C2.5.1,str-121
W03D2.10,str-122
T22H6.4.1,str-123
T22H6.3.1,str-124
T05E12.1.1,str-125
C09H5.8,str-128
F58G4.5.1,str-129
C09H5.9.1,str-130
C09H5.6.1,str-131
C05E4.5,str-133
C05E4.6a.1,str-134
C05E4.6b.1,str-134
F21F8.10.1,str-135
F21F8.9.1,str-136
F21F8.8,str-137
ZC513.9.1,str-139
ZC513.11.1,str-138
C09H5.3.1,str-140
F47G9.2.1,str-141
C09H5.4.1,str-143
C09H5.5.1,str-144
F58G4.7.1,str-145
F58G4.6.1,str-146
C12D5.1,str-147
M01D1.1a.1,str-148
M01D1.1b.1,str-148
Y32B12B.5.1,str-149
T03E6.4.1,str-150
T03E6.1.1,str-151
Y9C9A.7.1,str-153
Y45G12C.12a.1,str-154
Y45G12C.12b.1,str-154
Y9C9A.10.1,str-155
Y9C9A.11.1,str-156
Y9C9A.9.1,str-158
Y9C9A.18.1,str-159
ZK697.10.1,str-160
T08B6.3.1,str-161
E03H12.1.1,str-162
Y9C9A.3.1,str-163
Y9C9A.2.1,str-164
F55B12.6.1,str-165
T08B6.6.1,str-166
Y9C9A.6.1,str-168
Y9C9A.4.1,str-169
T08B6.7.1,str-170
T01G5.5.1,str-171
Y17G9A.5.1,str-172
Y17G9A.1.1,str-173
Y17G9A.7a.1,str-174
Y17G9A.7b.1,str-174
Y17G9A.6.1,str-175
T01B11.5a.1,str-176
T01B11.5b.1,str-176
T18H9.4.1,str-177
R11D1.5.1,str-178
F36H5.7,str-179
T10H9.6a.1,str-180
T10H9.6b.1,str-180
R11D1.6.1,str-181
C12D8.12.1,str-182
T13F3.1,str-183
R08C7.7.1,str-185
F26D10.8.1,str-187
F40F9.4.1,str-188
C18B10.7.1,str-190
C50C10.6.1,str-193
T01G6.3.1,str-196
ZK285.1.1,str-198
Y68A4A.3.1,str-199
F20E11.4.1,str-200
F10D2.1.1,str-204
C02E7.9.1,str-205
W06H8.7.1,str-206
F26G5.4.1,str-207
F26G5.2.1,str-208
F26G5.5.1,str-209
F26G5.11,str-210
C02E7.13.1,str-211
C02E7.12,str-212
C02E7.11,str-213
C31A11.9.1,str-214
K02H11.5,str-216
Y102A5C.28.1,str-217
C42D4.10,str-219
C42D4.9.1,str-220
Y46H3D.2.1,str-221
Y46H3D.3.1,str-222
F49C5.6,str-223
K10C9.8,str-224
C07G3.6.1,str-225
C07G3.4.1,str-226
C07G3.3a.1,str-227
C07G3.3b.1,str-227
C07G3.5.1,str-228
C17E7.11.1,str-229
T16A9.2.1,str-230
C06C6.3.1,str-231
T10C6.1.1,str-232
C06C6.2.1,str-233
K02H11.3.1,str-236
R09E12.4.1,str-238
K02H11.1,str-239
K02H11.2.1,str-240
Y73C8C.1,str-242
K02H11.7.1,str-243
C50H11.9.1,str-244
F32A7.7.1,str-245
W09D6.3.1,str-246
B0213.9.1,str-247
C55A1.3.1,str-248
C42D4.12.1,str-249
C06B3.10.1,str-250
C06B3.9.1,str-252
F41B5.8a.1,str-253
F41B5.8b,str-253
F10A3.9.1,str-254
C45H4.15.1,str-255
T01G6.9.1,str-256
C01B4.1.1,str-257
C01B4.3.1,str-258
C18B10.10,str-259
T24A6.6a.1,str-260
T24A6.6b.1,str-260
W09D6.2.1,str-261
C05E4.13a.1,str-262
C05E4.13b.1,str-262
B0391.12.1,str-263
F07A5.5.1,sue-1
F28C6.6.1,suf-1
F28C6.6.2,suf-1
K09C4.8.1,sul-1
K09C4.8.2,sul-1
D1014.1.1,sul-2
C54D2.4a.1,sul-3
C54D2.4b.1,sul-3
C54D2.4b.2,sul-3
C54D2.4b.3,sul-3
F57B1.2.1,sun-1
B0523.t1,sup-5
F58G1.10,sup-6
C03B1.t1,sup-7
F34D6.3.1,sup-9
R09G11.1.1,sup-10
T22B2.4a.1,sup-12
T22B2.4b.1,sup-12
DY3.7.1,sup-17
C06E2.t1,sup-21
Y73F8A.t2,sup-24
R10E4.2a.1,sup-26
R10E4.2a.2,sup-26
R10E4.2a.3,sup-26
R10E4.2a.4,sup-26
R10E4.2b.1,sup-26
R10E4.2b.2,sup-26
R10E4.2c.1,sup-26
R10E4.2d.1,sup-26
R10E4.2e.1,sup-26
R10E4.2f.1,sup-26
R10E4.2f.2,sup-26
R10E4.2f.3,sup-26
R10E4.2f.4,sup-26
R10E4.2g.1,sup-26
R10E4.2g.2,sup-26
R10E4.2i.1,sup-26
R10E4.2i.2,sup-26
R10E4.2j.1,sup-26
R10E4.2k.1,sup-26
R10E4.2l.1,sup-26
R10E4.2l.2,sup-26
R10E4.2m.1,sup-26
R10E4.2m.2,sup-26
R10E4.2n.1,sup-26
R10E4.2n.2,sup-26
R10E4.2n.3,sup-26
R10E4.2n.4,sup-26
R10E4.2o.1,sup-26
R10E4.2p.1,sup-26
R10E4.2p.2,sup-26
R10E4.2q.1,sup-26
R10E4.2r.1,sup-26
C48C5.t6,sup-28
Y37E11AL.t1,sup-29
D1073.t1,sup-33
C01B7.1a.1,sup-37
C01B7.1a.2,sup-37
C01B7.1a.3,sup-37
C01B7.1b.1,sup-37
C01B7.1b.2,sup-37
C01B7.1b.3,sup-37
C01B7.1c.1,sup-37
C01B7.1c.2,sup-37
C01B7.1c.3,sup-37
C01B7.1d.1,sup-37
C01B7.1d.2,sup-37
C01B7.1d.3,sup-37
C15F1.9,sup-39
F39B2.4a.1,sur-2
F39B2.4b.1,sur-2
K03A1.5.1,sur-5
K03A1.5.2,sur-5
F26E4.1.1,sur-6
F01G12.2a.1,sur-7
F01G12.2b.1,sur-7
F01G12.2c,sur-7
B0336.9a.1,swp-1
B0336.9b.1,swp-1
B0336.9b.2,swp-1
B0336.9c.1,swp-1
B0336.9d.1,swp-1
B0336.9e.1,swp-1
B0336.9e.2,swp-1
F35D2.5a.1,syd-1
F35D2.5b.1,syd-1
F35D2.5c.1,syd-1
F59F5.6.1,syd-2
K02E10.8a.1,syg-1
K02E10.8b.1,syg-1
C44H4.3.1,sym-1
ZK1067.6a.1,sym-2
ZK1067.6b.1,sym-2
ZK1067.6b.2,sym-2
C54H2.1a.1,sym-3
C54H2.1b.1,sym-3
R03E1.1.1,sym-4
R03E1.1.2,sym-4
F35C8.4.1,syx-3
F48F7.2.1,syx-2
F48F7.2.2,syx-2
F55A11.2.1,syx-5
T01B11.3.1,syx-4
F26D2.2.1,syp-1
C24G6.1.1,syp-2
F39H2.4.1,syp-3
F39H2.4.2,syp-3
T23D8.9a.1,sys-1
T23D8.9a.2,sys-1
T23D8.9b.1,sys-1
T23D8.9b.2,sys-1
T23D8.9c.1,sys-1
F31E8.3a.1,tab-1
F31E8.3b.1,tab-1
Y54E2A.3.1,tac-1
W04A8.7.1,taf-1
Y37E11B.4.1,taf-2
C11G6.1a.1,taf-3
C11G6.1b.1,taf-3
C11G6.1c.1,taf-3
C11G6.1d.1,taf-3
R119.6.1,taf-4
F30F8.8.1,taf-5
F30F8.8.2,taf-5
F30F8.8.3,taf-5
W09B6.2a.1,taf-6.1
W09B6.2b.1,taf-6.1
W09B6.2c.1,taf-6.1
W09B6.2c.2,taf-6.1
W09B6.2d.1,taf-6.1
W09B6.2e.1,taf-6.1
F54F7.1.1,taf-7.1
Y111B2A.16.1,taf-7.2
ZK1320.12a.1,taf-8
ZK1320.12b.1,taf-8
T12D8.7.1,taf-9
T12D8.7.2,taf-9
K03B4.3a.1,taf-10
K03B4.3b.1,taf-10
K03B4.3b.2,taf-10
K03B4.3b.3,taf-10
F48D6.1.1,taf-11.1
F48D6.1.2,taf-11.1
K10D3.3.1,taf-11.2
F43D9.5.1,taf-11.3
Y56A3A.4a.1,taf-12
Y56A3A.4b.1,taf-12
C14A4.10.1,taf-13
ZK337.4.1,tag-4
F59E12.13.1,fut-3
F59E12.13.2,fut-3
F59E12.13.3,fut-3
C31C9.1a.1,tag-10
C31C9.1b.1,tag-10
C31C9.1c.1,tag-10
C31C9.1d.1,tag-10
Y116A8C.36a.1,itsn-1
Y116A8C.36b.1,itsn-1
Y116A8C.36c.1,itsn-1
Y116A8C.36d.1,itsn-1
Y116A8C.36e.1,itsn-1
Y116A8C.36f.1,itsn-1
F12F6.5a.1,srgp-1
F12F6.5b.1,srgp-1
F12F6.5c.1,srgp-1
F12F6.5d.1,srgp-1
F25H5.1a.1,lim-9
F25H5.1b.1,lim-9
F25H5.1c.1,lim-9
F25H5.1c.2,lim-9
F25H5.1d.1,lim-9
F25H5.1e.1,lim-9
F25H5.1f.1,lim-9
F25H5.1g.1,lim-9
F25H5.1h.1,lim-9
F25H5.1i.1,lim-9
T14G12.3.1,tag-18
C09G9.4.1,hdl-2
ZK470.5a.1,nck-1
ZK470.5b.1,nck-1
ZK470.5b.2,nck-1
ZK470.5b.3,nck-1
F14D12.6a.1,octr-1
F14D12.6b.1,octr-1
C40C9.5a.1,nlg-1
C40C9.5b.1,nlg-1
C40C9.5c.1,nlg-1
C40C9.5d.1,nlg-1
C40C9.5e.1,nlg-1
C40C9.5f.1,nlg-1
C40C9.5g.1,nlg-1
C40C9.5h.1,nlg-1
C40C9.5i.1,nlg-1
T24F1.1.1,raga-1
F38H4.7.1,tag-30
F38H4.7.2,tag-30
T13A10.11a.1,sams-5
T13A10.11a.2,sams-5
T13A10.11b,sams-5
B0222.4.1,spl-2
R02C2.3a.1,oac-39
R02C2.3b.1,oac-39
R02C2.3c.1,oac-39
T21G5.5a.1,asd-2
T21G5.5b.1,asd-2
T21G5.5c.1,asd-2
T21G5.5d.1,asd-2
F49E10.5a.1,ctbp-1
F49E10.5b.1,ctbp-1
AC7.1a.1,tkr-3
AC7.1b.1,tkr-3
M176.1a.1,arrd-3
M176.1b.1,arrd-3
K02F3.1.1,tag-51
C02F12.4.1,tag-52
F33C8.1.1,atrn-1
F42A8.2.1,sdhb-1
F42A8.2.2,sdhb-1
F09E5.15a.1,prdx-2
F09E5.15a.2,prdx-2
F09E5.15b.1,prdx-2
F09E5.15c.1,prdx-2
F25G6.5a.1,stdh-4
F25G6.5b.1,stdh-4
W06H8.8a.1,ttn-1
W06H8.8a.2,ttn-1
W06H8.8b.1,ttn-1
W06H8.8b.2,ttn-1
W06H8.8c.1,ttn-1
W06H8.8d.1,ttn-1
W06H8.8d.2,ttn-1
W06H8.8e.1,ttn-1
W06H8.8e.2,ttn-1
W06H8.8f.1,ttn-1
W06H8.8g.1,ttn-1
W06H8.8h.1,ttn-1
W06H8.8i.1,ttn-1
W06H8.8j.1,ttn-1
W06H8.8k.1,ttn-1
W06H8.8l.1,ttn-1
W06H8.8m.1,ttn-1
W06H8.8m.2,ttn-1
W06H8.8n.1,ttn-1
W06H8.8n.2,ttn-1
K08B12.5a.1,mrck-1
K08B12.5a.2,mrck-1
K08B12.5b.1,mrck-1
K08B12.5b.2,mrck-1
K08B12.5c.1,mrck-1
K08B12.5c.2,mrck-1
K08B12.5d.1,mrck-1
K08B12.5d.2,mrck-1
K08B12.5e.1,mrck-1
K08B12.5e.2,mrck-1
C01F6.6a.1,nrfl-1
C01F6.6b.1,nrfl-1
C01F6.6c.1,nrfl-1
C01F6.6d.1,nrfl-1
C01F6.6e.1,nrfl-1
C01F6.6e.2,nrfl-1
C01F6.6e.3,nrfl-1
C01F6.6e.4,nrfl-1
C01F6.6f.1,nrfl-1
C01F6.6g.1,nrfl-1
C01F6.6h.1,nrfl-1
C01F6.6i.1,nrfl-1
C01F6.6j.1,nrfl-1
C01F6.6j.2,nrfl-1
C01F6.6j.3,nrfl-1
T27E9.1a.1,ant-1.1
T27E9.1a.2,ant-1.1
T27E9.1a.3,ant-1.1
T27E9.1b,ant-1.1
T27E9.1c,ant-1.1
T27E9.1d.1,ant-1.1
T27E9.1d.10,ant-1.1
T27E9.1d.11,ant-1.1
T27E9.1d.12,ant-1.1
T27E9.1d.13,ant-1.1
T27E9.1d.14,ant-1.1
T27E9.1d.15,ant-1.1
T27E9.1d.16,ant-1.1
T27E9.1d.17,ant-1.1
T27E9.1d.18,ant-1.1
T27E9.1d.19,ant-1.1
T27E9.1d.2,ant-1.1
T27E9.1d.20,ant-1.1
T27E9.1d.21,ant-1.1
T27E9.1d.22,ant-1.1
T27E9.1d.23,ant-1.1
T27E9.1d.24,ant-1.1
T27E9.1d.25,ant-1.1
T27E9.1d.26,ant-1.1
T27E9.1d.27,ant-1.1
T27E9.1d.28,ant-1.1
T27E9.1d.29,ant-1.1
T27E9.1d.3,ant-1.1
T27E9.1d.30,ant-1.1
T27E9.1d.31,ant-1.1
T27E9.1d.32,ant-1.1
T27E9.1d.33,ant-1.1
T27E9.1d.34,ant-1.1
T27E9.1d.35,ant-1.1
T27E9.1d.36,ant-1.1
T27E9.1d.37,ant-1.1
T27E9.1d.38,ant-1.1
T27E9.1d.39,ant-1.1
T27E9.1d.4,ant-1.1
T27E9.1d.40,ant-1.1
T27E9.1d.41,ant-1.1
T27E9.1d.42,ant-1.1
T27E9.1d.43,ant-1.1
T27E9.1d.44,ant-1.1
T27E9.1d.45,ant-1.1
T27E9.1d.46,ant-1.1
T27E9.1d.47,ant-1.1
T27E9.1d.48,ant-1.1
T27E9.1d.49,ant-1.1
T27E9.1d.5,ant-1.1
T27E9.1d.6,ant-1.1
T27E9.1d.7,ant-1.1
T27E9.1d.8,ant-1.1
T27E9.1d.9,ant-1.1
Y47G6A.28.1,tag-63
Y73F8A.19.1,cpna-4
F58G11.5.1,tag-65
F58G11.5.2,tag-65
F58G11.5.3,tag-65
C45B11.1a.1,pak-2
C45B11.1b.1,pak-2
C33B4.3a.1,shn-1
C33B4.3b.1,shn-1
C33B4.3c.1,shn-1
F37D6.6.1,tag-68
F28F8.6.1,atx-3
F28F8.6.2,atx-3
F28F8.6.3,atx-3
C25A1.3.1,tag-72
C16C10.10.1,glod-4
ZK757.3a.1,alg-4
ZK757.3a.2,alg-4
ZK757.3b.1,alg-4
ZK757.3c.1,alg-4
C28C12.10a.1,tag-77
C28C12.10b.1,tag-77
C28C12.10c.1,tag-77
C28C12.10d.1,tag-77
C28C12.10e.1,tag-77
C28C12.10f.1,tag-77
R148.6.1,heh-1
T14G12.2.1,aex-4
H02I12.3.1,tag-89
F25D1.1a.1,ppm-1.A
F25D1.1b.1,ppm-1.A
F25D1.1c.1,ppm-1.A
F25D1.1c.2,ppm-1.A
M01D7.4a.1,tag-96
M01D7.4b.1,tag-96
C33A11.4a.1,svh-5
C33A11.4b.1,svh-5
T26A5.3.1,nduf-2.2
T26A5.3.2,nduf-2.2
T07H3.1.1,bath-47
F23B12.6.1,fntb-1
F23B12.6.2,fntb-1
F23B12.6.3,fntb-1
JC8.13a.1,tag-115
JC8.13a.2,tag-115
JC8.13b,tag-115
C01B7.4a.1,magu-2
C01B7.4a.2,magu-2
C01B7.4b.1,magu-2
C01B7.4b.2,magu-2
F13E6.6.1,rhgf-1
F40F9.2.1,tag-120
F40F9.2.2,tag-120
Y32B12B.6.1,nhr-233
F08F1.7.1,tag-123
E02H1.3.1,tag-124
C14B1.4.1,wdr-5.1
C14B1.4.2,wdr-5.1
M03F4.3a.1,tyra-3
M03F4.3b.1,tyra-3
M03F4.3c.1,tyra-3
T08H4.1a.1,rhgf-2
T08H4.1b.1,rhgf-2
T08H4.1b.2,rhgf-2
T08H4.1c.1,rhgf-2
ZK721.1a.1,chup-1
ZK721.1b.1,chup-1
ZK721.1c.1,chup-1
H38K22.3.1,tag-131
B0563.4.1,tmbi-4
D1054.15a.1,plrg-1
D1054.15a.2,plrg-1
D1054.15a.3,plrg-1
D1054.15b.1,plrg-1
F42A9.1a.1,dgk-4
F42A9.1b.1,dgk-4
F08A8.6.1,tag-138
T11F9.2a.1,zipt-16
T11F9.2a.2,zipt-16
T11F9.2b.1,zipt-16
C30H6.2.1,zipt-17
F56D6.6.1,F56D6.6
ZK856.9.1,zhit-3
F36H1.2a.1,kdin-1
F36H1.2b.1,kdin-1
F36H1.2c.1,kdin-1
F36H1.2e.1,kdin-1
F36H1.2f.1,kdin-1
F36H1.2g.1,kdin-1
F36H1.2h.1,kdin-1
F36H1.2i.1,kdin-1
ZK809.2.1,acl-3
ZK809.2.2,acl-3
C27A12.3.1,let-391
R09A8.3.1,ivns-1
R09A8.3.2,ivns-1
R09A8.3.3,ivns-1
H13N06.5.1,zipt-7.2
F31D5.3a.1,cpna-1
F31D5.3b.1,cpna-1
F31D5.3c.1,cpna-1
F31D5.3d.1,cpna-1
C14A11.3a.1,cgef-1
C14A11.3b.1,cgef-1
C14A11.3c.1,cgef-1
F10G7.1.1,tag-151
F10G7.1.2,tag-151
R13F6.4a.1,ten-1
R13F6.4c.1,ten-1
R13F6.4d.1,ten-1
R13F6.4e.1,ten-1
R13F6.4f.1,ten-1
F44A2.1a.1,tag-153
F44A2.1b.1,tag-153
W06D4.5.1,snx-3
R13A1.2a.1,kcc-1
R13A1.2b.1,kcc-1
R13A1.2c.1,kcc-1
R13A1.2d.1,kcc-1
R13A1.2e.1,kcc-1
Y6B3B.10.1,lagr-1
M01E11.7a.1,tns-1
M01E11.7b.1,tns-1
M01E11.7b.2,tns-1
M01E11.7c.1,tns-1
M01E11.7d.1,tns-1
M01E11.7e.1,tns-1
M01E11.7f.1,tns-1
M01E11.7g.1,tns-1
M01E11.7h.1,tns-1
Y76A2A.1.1,tag-164
C01G6.6a.1,mtrr-1
C01G6.6a.2,mtrr-1
C01G6.6b,mtrr-1
F18E2.2.1,abcf-1
Y39A3CL.2.1,rimb-1
F44G4.4a.1,tdp-1
F44G4.4b,tdp-1
F44G4.4c.1,tdp-1
C05D11.3.1,txdc-9
C05D11.2.1,vps-16
E02H4.3a.1,madd-3
E02H4.3b.1,madd-3
E02H4.3c.1,madd-3
E02H4.3d.1,madd-3
E02H4.3e.1,madd-3
E02H4.3f.1,madd-3
F27D4.5.1,bckd-1B
F54D8.2.1,cox-6A
F54D8.2.2,cox-6A
F54D8.2.3,cox-6A
F54D8.2.4,cox-6A
F54D8.2.5,cox-6A
D2013.10.1,tag-175
C56E6.1.1,abcx-1
F26G5.9.1,tam-1
C44H4.5.1,tap-1
F36F2.5.1,tax-2
ZC84.2.1,tax-4
C02F4.2a.1,tax-6
C02F4.2b.1,tax-6
C02F4.2c.1,tax-6
F26E4.8a.1,tba-1
F26E4.8b.1,tba-1
C47B2.3.1,tba-2
C47B2.3.2,tba-2
C47B2.3.3,tba-2
F44F4.11.1,tba-4
F16D3.1.1,tba-5
F32H2.9.1,tba-6
T28D6.2.1,tba-7
ZK899.4.1,tba-8
F40F4.5.1,tba-9
K01G5.7.1,tbb-1
K01G5.7.2,tbb-1
C36E8.5.1,tbb-2
C36E8.5.2,tbb-2
C36E8.5.3,tbb-2
C36E8.5.4,tbb-2
B0272.1.1,tbb-4
T04H1.9.1,tbb-6
F58A4.8.1,tbg-1
H13N06.6a.1,tbh-1
H13N06.6b.1,tbh-1
H13N06.6c.1,tbh-1
T20B12.2.1,tbp-1
F21H11.3.1,tbx-2
F21H11.3.2,tbx-2
ZK328.8a.1,tbx-7
ZK328.8b.1,tbx-7
ZK328.8b.2,tbx-7
T07C4.2.1,tbx-8
T07C4.6.1,tbx-9
F40H6.4.1,tbx-11
Y59E9AR.3.1,tbx-30
C36C9.2.1,tbx-31
ZK380.1.1,tbx-32
Y66A7A.8.1,tbx-33
Y47D3A.10.1,tbx-34
ZK177.10.1,tbx-35
ZK829.5.1,tbx-36
Y47D3A.12.1,tbx-37
C24H11.3.1,tbx-38
Y73F8A.16.1,tbx-39
Y73F8A.17.1,tbx-40
T26C11.1a.1,tbx-41
T26C11.1b,tbx-41
Y38C1AA.4a.1,tcl-2
Y38C1AA.4b.1,tcl-2
K01C8.3a.1,tdc-1
K01C8.3a.2,tdc-1
K01C8.3b.1,tdc-1
Y47D3A.27.1,teg-1
Y63D3A.5.1,tfg-1
Y63D3A.5.2,tfg-1
ZK829.6.1,tgt-1
Y39B6A.35.1,tgt-2
Y43C5A.5a.1,thk-1
Y43C5A.5b.1,thk-1
F39G3.8.1,tig-2
Y75B8A.22.1,tim-1
Y75B8A.22.2,tim-1
C06G3.11.1,tin-9.1
Y66D12A.22.1,tin-10
Y66D12A.22.2,tin-10
Y66D12A.22.3,tin-10
DY3.1.1,tin-13
F13B10.1a.1,tir-1
F13B10.1b.1,tir-1
F13B10.1c.1,tir-1
F13B10.1d.1,tir-1
F13B10.1e.1,tir-1
F13B10.1f.1,tir-1
F13B10.1g.1,tir-1
F13B10.1h.1,tir-1
F13B10.1h.2,tir-1
C38C10.1.1,tkr-1
F39H11.2a.1,tlf-1
F39H11.2b.1,tlf-1
F25H2.1.1,tli-1
C07A9.3a.1,tlk-1
C07A9.3b.1,tlk-1
C07A9.3c.1,tlk-1
C07A9.3d.1,tlk-1
T23G4.1.1,tlp-1
C08D8.2a.1,tmd-2
C08D8.2b.1,tmd-2
ZK673.7.1,tnc-2
F42E11.4.1,tni-1
T20B3.2.1,tni-3
T20B3.2.2,tni-3
W03F8.1.1,tni-4
W03F8.1.2,tni-4
F53A9.10a.1,tnt-2
F53A9.10a.2,tnt-2
F53A9.10b.1,tnt-2
F53A9.10b.2,tnt-2
F53A9.10b.3,tnt-2
